property_id,suburb,postcode,address,sale_price,sale_date,sale_method,property_type,bedrooms,bathrooms,car_spaces,total_rooms,distance_to_cbd_km,condition_rating,has_pool,has_water_view,agent_description,source_url,verified
PAR-020,Parramatta,2150,5/30-32 Queens Avenue,680000.0,2026-08-28,privateTreaty,Apartment,2,1,1.0,3,19.41,,0,0,"Nestled within the highly sought-after Parramatta River Precinct, this spacious apartment combines lifestyle, convenience and long-term growth potential in one of Parramatta's most tightly held residential pockets. Surrounded by quality schools, riverside parklands and family-friendly amenities, residents will enjoy effortless access to Parramatta CBD, the upcoming Powerhouse Museum, Light Rail, Parramatta Square and world-class dining and entertainment options. Offering the perfect balance of connectivity and lifestyle, this is an exceptional opportunity for young families, professionals and investors looking to secure a foothold in Parramatta's evolving city centre.  - Boutique double-brick complex comprising only eight apartments. - Dual balconies with bright, desirable east and west-facing aspects. - Spacious living and dining areas with a flow to a private balcony.  - Large covered balconies offering privacy and outdoor enjoyment. - Light-filled kitchen featuring gas cooking and ample storage. - Two generous bedrooms with balcony access and air conditioning. - Walk-in wardrobe to one bedroom and built-in wardrobe to the other. - Modern bathroom with separate bathtub and shower screen. - Three split-system air conditioners throughout the apartment. - Remote lock-up garage with storage plus visitor parking onsite. - Investor's note: Potential rental income of $630pw - $650pw.  Location Highlights: - Direct access to Parramatta CBD via a footbridge. - 350m walk to Parramatta Wharf. - 800m walk to the upcoming Powerhouse Museum. - 850m walk to the upcoming Parramatta Metro. - 1km walk to Parramatta Train Station & Bus Hubs.  Disclaimer: This advertisement is a guide only. Whilst all information has been gathered from sources we deem to be reliable, we do not guarantee the accuracy of this information, nor do we accept responsibility for any action taken by intending purchasers in reliance on this information. No warranty can be given either by the vendors or their agents.",https://www.domain.com.au/5-30-32-queens-avenue-parramatta-nsw-2150-2020960907,y
PAR-021,Parramatta,2150,D603/1 Broughton Street,680000.0,2026-08-25,privateTreaty,Apartment,2,2,1.0,4,18.77,,0,0,"Positioned on Level 6 of the highly regarded Promenade riverside development, this beautifully designed two-bedroom plus study apartment delivers the perfect combination of space, natural light and lifestyle convenience.  Enjoying an east-facing aspect, the apartment welcomes the morning sun while offering a practical floorplan featuring generous open-plan living, two well-separated bedrooms, a dedicated study area, and a spacious entertaining balcony.  Whether you're a first home buyer, downsizer or investor, this contemporary residence offers exceptional value in one of Parramatta's fastest-growing lifestyle precincts.  Property Features: - Two spacious bedrooms with built-in wardrobes  - Master bedroom complete with ensuite  - Dedicated study area ideal for working from home  - Spacious open-plan living and dining area  - Large east-facing undercover balcony perfect for entertaining  - Contemporary kitchen featuring stone benchtops, gas cooking and quality appliances  - Two stylish bathrooms with premium finishes  - Internal laundry  - Split-system air conditioning  - Secure basement car space with storage cage & a lot of visitor parking - Video intercom and lift access  - Access to residents' gym, BBQ facilities, landscaped gardens and children's playground   Location Highlights - Moments from Parramatta River foreshore and walking trails  - Walking distance to Parramatta Wharf (RiverCat)  - Easy access to Parramatta Light Rail  - Close to Parramatta Train Station and Bus Interchange  - Minutes to Westfield Parramatta  - Close to Parramatta Square, restaurants and cafés  - Near Western Sydney University  - Easy access to CommBank Stadium  - Convenient access to major arterial roads including the M4 Motorway   Offering generous proportions, quality finishes and an unbeatable riverside location, this apartment presents an outstanding opportunity to secure a stylish home or a quality investment in one of Sydney's most dynamic growth precincts.",https://www.domain.com.au/d603-1-broughton-street-parramatta-nsw-2150-2021029788,y
PAR-022,Parramatta,2150,907/6-10 Charles Street,720000.0,2026-08-25,privateTreaty,Apartment,3,2,1.0,5,19.39,,0,0,"Perfectly positioned in one of Parramatta's most sought-after locations, this beautifully presented apartment offers an outstanding combination of space, lifestyle and convenience. Featuring an extraordinary approximately 80sqm private terrace, stylish timber flooring throughout, and unbeatable access to transport, shopping, dining and quality schools, this is a rare opportunity for both owner-occupiers and savvy investors.  Designed for modern living, the apartment boasts generous indoor and outdoor spaces, making it ideal for entertaining, relaxing or enjoying family life in the vibrant Parramatta CBD.  Property Highlights Huge approximately 80sqm private terrace a rare feature offering exceptional outdoor living and entertaining space. Stylish timber flooring throughout for a modern, low-maintenance lifestyle. Bright and spacious open-plan living and dining area flowing seamlessly to the oversized terrace. Well-appointed kitchen with quality appliances and ample storage. Comfortable bedrooms with built-in wardrobes. Excellent value for money in one of Sydney's fastest-growing metropolitan centres. Unbeatable Location  Enjoy the ultimate convenience with everything at your doorstep:  Short walk to Parramatta Station, Light Rail and the future Metro. Moments to Westfield Parramatta, cafés, restaurants and entertainment. Close to Parramatta Square, CommBank Stadium, parks and the scenic Parramatta River. Easy access to the M4 Motorway and major transport links. Quality Education  Ideally located within easy reach of some of Parramatta's most respected educational institutions, including:  Parramatta Public School Arthur Phillip High School Western Sydney University Parramatta Campus The University of New England Parramatta Future Campus Numerous childcare centres and private schools nearby  Whether you're searching for a stylish home with exceptional outdoor space or a high-value investment in Sydney's thriving second CBD, this apartment delivers an outstanding lifestyle opportunity that is rarely available.  Don't miss this unique opportunity to secure a spacious apartment with one of the largest private terraces in the area. Inspection is highly recommended.",https://www.domain.com.au/907-6-10-charles-street-parramatta-nsw-2150-2021052233,y
PAR-023,Parramatta,2150,17/10-12 Thomas Street,650000.0,2026-08-31,privateTreaty,Apartment,2,1,1.0,3,19.49,,0,0,"Freshly painted and beautifully presented, this spacious full-brick apartment offers a wonderful combination of generous proportions, abundant natural light and everyday convenience. With a practical floorplan, comfortable living spaces and a desirable north-facing aspect, this residence presents an outstanding opportunity for first home buyers, downsizers and astute investors alike.  Property Features: * Generous 98sqm total area * Freshly painted throughout, ready to move straight in * Desirable north-facing aspect with excellent natural light * Two spacious bedrooms, both with built-in wardrobes * Generous open-plan living and dining area * Private balcony, perfect for relaxing or entertaining * Well-appointed kitchen with ample storage * Neat and functional bathroom * Solid full-brick construction * Secure lock-up garage with additional storage room * Well-maintained and established complex * Low-maintenance living with excellent lifestyle appeal * Ideal opportunity for first home buyers, downsizers or investors  Positioned in a highly convenient Parramatta location, the property enjoys easy access to Parramatta CBD, shopping centres, restaurants, public transport, schools and a wide range of everyday amenities.  Combining space, natural light, solid construction and outstanding convenience, this is a home that offers both immediate comfort and strong long-term appeal.  A fantastic opportunity to secure a spacious, move-in-ready apartment in one of Parramatta's most convenient locations.  Outgoings (approx.): Strata: $1,200.05 per quarter Council: $223.00 per quarter Water: $226.20 per quarter  Disclaimer: The information presented has been furnished from sources we deem to be reliable. We have not verified whether or not the information is accurate and do not accept any responsibility to any person and do no more than pass it on. All interested parties should rely on their own enquiries in order to determine the accuracy of this information.",https://www.domain.com.au/17-10-12-thomas-street-parramatta-nsw-2150-2021082491,y
PAR-024,Parramatta,2150,108/125-129 Arthur Street,653000.0,2026-08-21,privateTreaty,Apartment,2,1,1.0,3,18.38,,0,0,"Fully Completed & Ready To Move In An attractive, boutique-scale development by Citibuild Design & Construction Pty Ltd, renowned for quality craftsmanship and proven structural integrity.  Benefit from the changes in negative gearing and capital gains tax.  This popular 2 Bed | 1 Bath | 1 Car configuration is limited to just eight apartments in the building, offering exceptional value, privacy, and sunset views with a delightful day-and-night outlook.   Secure basement car space + private storage unit  High-speed OptiComm fibre internet service  Excellent natural light, privacy, and pleasant outlook  Why Buy at Vista on Arthur?  Developed by a reputable team - developed and built with proven structural integrity and independent quality oversight.  Professionally strata managed by Manu from Ace Body Corporate, Prospect (management commences post-strata registration)  Only 64 apartments attractive boutique scale development with 2 lifts and 2 street security entrances.   Short stroll to Parramatta Light Rail, public transport, Woolworths, cafés, eateries, medical centre, and Rosehill Racecourse  1.3 km walk to Parramatta Train Station & Westfield  Easy access to major arterial roads, including the M4, M2, James Ruse Drive, and Great Western Highway  Close to shared walking and cycle paths, ideal for leisure rides or commuting - with a direct, scenic ride towards Concord",https://www.domain.com.au/108-125-129-arthur-street-parramatta-nsw-2150-2021092190,y
PAR-025,Parramatta,2150,1403/1-3 Valentine Avenue,355000.0,2026-08-28,privateTreaty,Apartment,1,1,1.0,2,19.54,,0,0,"Presenting a fantastic opportunity to secure a set and forget investment with incredible returns located in the Mantra Parramatta building. This one bedroom apartment + parking offers the lucrative option to short term lease with platforms such as Airbnb, Booking.com and more, which allows you to earn on a per nightly basis and capitalise on one of the highest return methods currently available in residential leasing. It also includes the added benefit of being able to be used between bookings if needed.  The apartments estimated net returns are $25,542.72 - $32,774.72 = 7% - 9.1% through a specialised short term leasing company, there is no need to get involved with the management side of things in order to capitalise on the massive returns, let the short term management company handle everything for you and enjoy the income!  - Valuable 14sqm secure car space on title and spacious 50sqm apartment on level 14 - Option to use a specialised short-term leasing agency or continue with the Mantra lease - The perfect property for SMSF, investors or buyers looking for a city pad - Large windows with bright eastern views, ducted air conditioning - Spacious open plan layout, sold furnished and ready to be leased out straight away  - Access to pool, spa, gym, sauna, conference room, onsite restaurant and more - 250m away from Westfield shopping centre and 300m from Parramatta station  Strata Fees Per Qtr: $1,653.60 Water Rates Per Qtr: $208.77 Council Rates Per Qtr: $216.20  * For investment only, the property cannot be lived in.  Call Brenden Taliana on 0402 634 828 or email brenden@sydneycoveproperty.com.  All information contained herein is gathered from sources we deem to be reliable, however, we cannot guarantee its accuracy and interested persons should rely on their own enquiries.",https://www.domain.com.au/1403-1-3-valentine-avenue-parramatta-nsw-2150-2021111750,y
PAR-026,Parramatta,2150,1201/45 Macquarie Street,566000.0,2026-08-28,privateTreaty,Apartment,1,1,1.0,2,20.15,,0,0,"We've been overwhelmed by the amount of interest in similar properties. If you are considering selling, please feel free to get in touch with the expert team at Ray White Parramatta Group to discover how we can achieve the best possible price for you in the shortest time. Our proven marketing strategies, extensive buyer database, and strong local market knowledge consistently deliver outstanding results.  We also offer tailored sales campaigns and a hands-on approach to ensure every property receives maximum exposure and interest. With a dedicated team committed to transparent communication and achieving premium outcomes, you can be confident your property is in the best hands.  CBD PARRAMATTA, LUXURIOUS 5-STAR 1 BEDROOM PLUS STUDY  Enjoying a stylish executive lifestyle in Parramatta's most convenient address and showcasing luxurious living at its finest, this striking architecturally designed 1 bedroom plus study stylish apartment resides on the 12th floor of the landmark building 'V by Crown'.  This apartment features wall-to-wall windows that start in the main carpeted living/bedroom space, a high-end gas kitchen with illuminated mirrored splashbacks, and an immaculate main bathroom with frameless glass shower boasting floor-to-ceiling tiles and double access from both rooms.  Superbly positioned in the heart of Parramatta CBD with all major amenities at the door step, including Westfield Shoppingtown, railway station, famous Church St eateries, Parramatta River & Park, Light Rail & Sydney Metro (under construction), CommBank Stadium and nearby one of the largest urban renewal projects in Australia - Parramatta Square, a World-Class Civic Centre. It features:  - Sun-drenched open plan living/dining with floor-to-ceiling sliding doors opening onto enclosed balcony - Designer kitchen with stone benchtops, gas cooking & stainless steel appliances - Stunning fully-tiled bathroom with recessed vanity & mirrored cabinets - Spacious bedroom with built-in robe & sliding door access to balcony - Separate office/study room with sliding door - European-style internal laundry - Ducted air conditioning, security video intercom & LED downlights throughout - Car space with storage cage - Security building with concierge in foyer & restaurants at the door - Resort facilities with lap pool, sauna, fully equipped gymnasium & games room - Other facilities include library, conference & music rooms, gardens & theatrette  ""Ray White Parramatta Group - Parramatta | Oatlands | Northmead | Greystanes, its directors, employees and related entities believe that the information contained herein is gathered from sources we deem to be reliable. However, no representation or warranties of any nature whatsoever are given, intended or implied. Any interested parties should rely on their own inquiries.""",https://www.domain.com.au/1201-45-macquarie-street-parramatta-nsw-2150-2021115983,y
PAR-027,Parramatta,2150,11/22-24 Tennyson Street,650000.0,2026-08-17,privateTreaty,Apartment,2,2,1.0,4,18.39,,0,0,"Representing outstanding value, this huge third floor dual-key opportunity delivers the ultimate combination of flexibility, convenience, and strong rental return in a highly sought-after pocket of Parramatta. Offering two fully self-contained residences, a large one-bedroom apartment and separate studio apartment, this unique property is a perfect opportunity for investors chasing high yield or a first home buyer looking to offset their mortgage with immediate rental income. With a potential rental income of $980 per week and a 7.5% gross rental yield this will not last long.   Property features: -Large 1-bedroom unit: -Spacious bedroom with built-in -Open plan living and dining space -Modern bathroom -Large kitchen -Secure basement parking with storage cage -Currently leased for: $550pw -Rental potential: $600pw   Spacious studio: -Kitchenette -Light filled bedroom -Clever storage options -Modern bathroom -Currently leased for: $365pw -Rental potential: $380pw   -Combined rental potential of $980pw -Currently returning $915pw -Secure parking -Well-maintained complex -105m2 in total -87m2 internal   Location: -500m to Bus Stop -1km to Western Sydney University -1.6km to Doyle Ground -2.2km to Parra Square and -2.3km to Westfield Parramatta",https://www.domain.com.au/11-22-24-tennyson-street-parramatta-nsw-2150-2020720243,y
PAR-028,Parramatta,2150,53/20 Victoria Road,640000.0,2026-08-13,privateTreaty,Apartment,2,2,1.0,4,19.88,,0,0,"Situated in a sought-after complex, this split-level apartment presents an excellent opportunity for those seeking a convenient Parramatta lifestyle. Offering a practical layout and modern finishes throughout, the home is ideally positioned close to Parramatta CBD, public transport, dining and entertainment options. Combining comfort, lifestyle and location, this is a fantastic opportunity in a thriving city-fringe setting.  Property Features Ground Floor - Spacious open-plan living area with air conditioning - Private balcony accessed from the living room - Separate spacious dining area - Modern kitchen with dishwasher and ample storage and bench space - Internal laundry for added convenience  First Floor - Master bedroom with built-in wardrobe and ensuite - Private balcony access from the master bedroom - Second bedroom with built-in wardrobe - Modern main bathroom with quality finishes  Additional Features - Double glazed windows throughout  - Secure basement car space - Separate storage cage - Rooftop swimming pool - Residents' gymnasium - Sauna facilities - Well-maintained security complex - Convenient location close to Parramatta CBD, transport and amenities - Investors Note currently leased $750pw expired 28/2/26 - Pre purchase strata report available  'Starr Partners Parramatta, its directors, employees and related entities believe that the information contained herein is gathered from sources we deem to be reliable. However, no representation or warranties of any nature whatsoever are given, intended or implied. Any interested parties should rely on their own inquiries'",https://www.domain.com.au/53-20-victoria-road-parramatta-nsw-2150-2020906528,y
PAR-029,Parramatta,2150,1502/88 Church Street,800000.0,2026-08-21,privateTreaty,Apartment,2,2,1.0,4,19.72,,0,0,"Perfectly positioned in the heart of Parramatta, this stylish two-bedroom, two-bathroom apartment offers the ideal combination of comfort, convenience and contemporary living. Thoughtfully designed with a spacious open-plan layout, quality finishes and an abundance of natural light throughout, the home features an expansive balcony for effortless indoor-outdoor entertaining. Sharing just one common wall, it also offers enhanced privacy and a peaceful, quiet living environment.  Residents enjoy exclusive access to an impressive selection of premium building amenities, including a golf simulator, music room and BBQ entertaining area, all conveniently bookable through the resident booking system. Complete with ducted air conditioning, secure basement parking, a storage cage and the peace of mind of a 24/7 on-site building manager/security, this apartment presents an outstanding lifestyle opportunity in one of Parramatta's most desirable locations.  Ideally located just moments from Parramatta Station, Westfield Parramatta, Parramatta Square and the picturesque Parramatta River, this apartment places an outstanding selection of shopping, dining, entertainment and transport options right at your doorstep.  Property Features Include: - Two generous bedrooms, both appointed with built-in wardrobes - Master bedroom complete with a private ensuite - Stylish kitchen featuring quality appliances, stone benchtops and ample storage - Light-filled open-plan living and dining area flowing seamlessly to the oversized balcony - Expansive balcony, perfect for entertaining or relaxing outdoors - Two contemporary bathrooms with quality finishes - Ducted air conditioning throughout for year-round comfort - Shares only one common wall, offering enhanced privacy and a peaceful, low-noise living environment - Secure basement parking with an additional storage cage - Secure building with lift access - 24/7 on-site building manager/security, providing added peace of mind - Exclusive resident access to premium communal facilities, including a golf simulator, music room, BBQ and outdoor entertaining area - All communal facilities are conveniently reserved via the resident booking system - Rental potential of approximately $900 per week  Disclaimer: The above information has been gathered from sources that we believe are reliable. However, we cannot guarantee the accuracy of this information and nor do we accept responsibility for its accuracy. Any interested parties should rely on their own enquiries and judgment to determine the accuracy of this information for their own purposes. Images are for illustrative and design purposes only and do not represent the final product or finishes.",https://www.domain.com.au/1502-88-church-street-parramatta-nsw-2150-2020980839,y
PAR-030,Parramatta,2150,3637/180 George Street,623000.0,2026-08-12,privateTreaty,Apartment,1,1,,2,19.37,,0,0,"Elevated high on level 36 within Parramatta's most prestigious riverfront address, this exceptional one-bedroom sky residence delivers breathtaking panoramic views across the Sydney skyline and world-class resort living in Sydney's fastest-growing CBD. Positioned within the landmark Meriton development at '180 George', this sophisticated residence combines contemporary luxury, lifestyle convenience, and long-term investment appeal in one of Western Sydney's most iconic residential towers.  - Spectacular level 36 position capturing district & Sydney skyline views - Spacious 1 bedroom design, master with built-in wardrobes - Large, north-east facing entertainer's balcony with panoramic outlook - Modern stone kitchen with gas cooking and quality appliances - 40mm Caesar stone benchtops, integrated dishwasher, ducted range hood - Designer bathroom with floor-to-ceiling finishes, frameless glass shower - Marble-look tiles throughout the living area, internal laundry with dryer - Ducted air conditioning, secure lift access and video intercom entry - 20m indoor heated swimming pool, spa and sauna - Outdoor resort-style pool with sun-drenched podium gardens - Fully equipped gymnasium and wellness spaces - Exclusive resident co-working hub with high-speed internet - On-site building management and maintenance teams - Visitor parking and EV charging facilities, dedicated storage cage - Designed by award winning architects Wood Bagot and built by Meriton - Retail, dining and childcare within the complex including Woolworths Metro - Easy access to light rail, ferry, train station and bus services - Everything Parramatta has to offer is at your doorstep - Currently rented at $700 p/w",https://www.domain.com.au/3637-180-george-street-parramatta-nsw-2150-2021009060,y
PAR-031,Parramatta,2150,5/5 Thomas Street,530000.0,2026-08-12,privateTreaty,Apartment,2,1,1.0,3,19.48,,0,0,"TWO-BEDROOM UNIT IN AN UNBEATABLE LOCATION - SOUGHT AFTER RIVER PRECINCT  Positioned in a quiet residential street on the northern fringe of the Parramatta CBD, this well-presented two-bedroom apartment offers comfort, convenience, and outstanding potential. Whether you're a first home buyer, investor, or downsizer, this is an excellent opportunity to secure a property in a highly sought-after location.  Property Features: • Boutique complex of only 8 apartments • Two generously sized bedrooms, with one featuring a mirrored built-in wardrobe • Well-appointed bathroom with separate bath and shower • Spacious open-plan living and dining area flowing onto a sun-drenched north-facing balcony • Functional tiled kitchen with ample cupboard space and electric cooking • Internal laundry  • Undercover car space • Floorboards throughout • Fantastic opportunity to renovate, update, or add value • Currently leased to a long-term tenant, returning $470 per week • Ideal for first home buyers, downsizers, and savvy investors alike  Enjoy the convenience of being close to Parramatta CBD, public transport, local schools, parks, shopping, and a wide range of lifestyle amenities, making this a smart purchase in a thriving location.  Location Highlights: • Approximately 800 m-1 km from Parramatta Square and the city centre  • Parramatta Station (Sydney Trains, Metro West future interchange and bus interchange): approximately 10-15 minutes on foot.  • Easy access to major roads including James Ruse Drive, Great Western Highway, and the M4 Motorway.  • Numerous bus services operate throughout the Parramatta CBD.  • The Parramatta Light Rail corridor is nearby, improving public transport connectivity across Western Sydney • Within walking distance is Parramatta Square, Westfield Parramatta, Church Street dining precinct, Harris Park's renowned Indian restaurant district, Numerous cafés, supermarkets and everyday services in the CBD. • The property falls within catchments including: Bayanami Public School, Macarthur Girls High School  • Nearby tertiary institutions include Western Sydney University  • Close to Westmead hospital, Parramatta Park & CommBank Stadium  Outgoings (per quarter approx.) Strata: $1,300 Council: $335 Water: $212   DISCLAIMER: ""All information contained herein is gathered from sources we believe to be reliable. However, R&W Parramatta cannot guarantee its accuracy and interested persons should rely on their own enquiries"".  *Property photos virtually styled for marketing purposes only*",https://www.domain.com.au/5-5-thomas-street-parramatta-nsw-2150-2021035367,y
PAR-032,Parramatta,2150,138 Railway St,685000.0,2026-08-14,privateTreaty,Townhouse,2,1,1.0,3,20.82,,0,0,"Global real estate wentworthville offer you Two-bedroom townhouse Well located total 6 in the complex. just over 40 metres to the bus stop for Parramatta, Merrylands station. it to suit both first home buyers and investors. Offering a generous living area opening to a covered entertaining balcony, both bedrooms built-in robes in, the home is ready for immediate living or rental, security parking. close to Holroyd Garden & Ollie Webb Reserve, with school only 350 metres away. Ideally positioned for rapid access to both the Parramatta CBD and Merrylands shopping and the station. Easy excess to M4. Feature:  2 bedrooms with built-in robes  Gas kitchen & hot water system   Stainless steel appliances  Quality bathroom plus internal laundry  Security basement parking  Close to transport, school and parks  Council: $325p/q, Water: $170p/q   No Strata  Rented $660p/w  Inspect As advertised or by appointment, please contact 9636 2221  Dhan Rai 0410 575 358",https://www.domain.com.au/138-railway-st-parramatta-nsw-2150-2021075447,y
PAR-033,Parramatta,2150,1001/1A Morton Street,635000.0,2026-08-07,privateTreaty,Apartment,2,2,1.0,4,18.82,,0,0,"Positioned on the ground floor with a prized north-east aspect, this well-designed apartment delivers low-maintenance living with exceptional accessibility. With direct street access to a covered courtyard, a separate study, and flat lift access from the car park, it's an ideal option for downsizers, professionals, or buyers seeking comfort, security, and convenience in a tightly held riverside pocket.  - Both bedrooms feature built-in wardrobes & an ensuite to the master - North-east facing ground-floor apartment with a courtyard access - Open-plan living area filled with natural light & access to balcony - Separate study room ideal for work-from-home flexibility - Open-plan gas kitchen with ample bench space and storage - Ducted air conditioning, intercom, and secure building access - Internal laundry with dryer plus additional internal storage - Tiled living areas with carpeted bedrooms for added comfort - Flat entry and lift access from the car park, ideal for downsizers - Easy access to Parramatta CBD via the Light Rail & River walk - Investor's note: Strata of $1,236.49 p.q. / potential rent 730pw.  Inspection note: Enter via building 1, parking available on Morton Street.  Disclaimer: This advertisement is a guide only. Whilst all information has been gathered from sources we deem to be reliable, we do not guarantee the accuracy of this information, nor do we accept responsibility for any action taken by intending purchasers in reliance on this information. No warranty can be given either by the vendors or their agents. Some images have been digitally styled for illustrative purposes and may not represent the property's current furnishings or layout.",https://www.domain.com.au/1001-1a-morton-street-parramatta-nsw-2150-2020588572,y
PAR-034,Parramatta,2150,12/37 Fennell Street,695000.0,2026-07-31,privateTreaty,Apartment,3,1,1.0,4,19.97,,0,0,"Positioned in one of Parramatta's most convenient and highly sought-after pockets, this spacious three-bedroom apartment presents an exceptional opportunity for first home buyers, growing families, and astute investors alike. Offering a practical floorplan, low-maintenance living, and outstanding lifestyle appeal, you'll enjoy being just moments from Parramatta Park, Western Sydney University, light rail, and the vibrant Parramatta CBD.  Property Features:  -Spacious three-bedroom apartment with a practical, low-maintenance layout -Bright open-plan living and dining area flowing onto a private covered balcony, perfect for relaxing or entertaining -Well-appointed kitchen featuring generous bench space, ample storage, and a dishwasher -Central bathroom complemented by a 1.5 secure lock-up garage -Ideal opportunity for first home buyers, families, or investors seeking strong rental appeal -Unbeatable location within walking distance to the Light Rail, bus services, local shops, cafés, restaurants, and Parramatta Park -Only minutes to Parramatta CBD, Westfield Shopping Centre, Western Sydney University, schools, and a wide range of everyday amenities  Combining space, convenience, and exceptional value in a thriving lifestyle location, this is an opportunity not to be missed.",https://www.domain.com.au/12-37-fennell-street-parramatta-nsw-2150-2020705495,n
PAR-035,Parramatta,2150,C19/88 Marsden St,520000.0,2026-08-07,privateTreaty,Apartment,2,2,1.0,4,20.15,,0,0,"Entrance via King Street !  Positioned on the middle floor of a highly sought-after complex, this well-presented two-bedroom apartment offers a practical layout, light-filled interiors, and a desirable west-facing aspect. Perfectly suited for those who value convenience, it presents an outstanding opportunity to enjoy a vibrant, walk-everywhere lifestyle in the heart of Parramatta.  Spanning a total living area of approximately 90 sqm2, the apartment is thoughtfully designed for comfort and functionality. The modern kitchen features gas cooking, stainless steel appliances, dishwasher, and ample storage, while the good size open-plan living and dining area flows seamlessly onto a private balcony-ideal for relaxing.  Both bedrooms are well-proportioned, with the substantial master suite offering a walk-in robe and private ensuite. A full-sized main bathroom, complete with separate bath and shower, adds further appeal.  Additional features include an internal laundry with dryer, secure car space, and a well-maintained security complex ensuring peace of mind.  Ideally located just moments from Parramatta Station (with express city trains), the Light Rail, upcoming Metro, Westfield Shopping Centre, reputable schools, and local parks, this apartment delivers exceptional lifestyle convenience and connectivity.  Features:  Combined lounge and dining area opening onto a spacious balcony Modern kitchen with stainless steel appliances and gas cooking Two well-sized bedrooms, master with walk-in robe and ensuite Full main bathroom with separate bath and shower West-facing balcony with pleasant outlook Internal laundry with dryer Secure car space within a well-maintained complex  Outgoings (approx.): Council Rates: $345.00 per quarter Water Rates: $212.00 per quarter Strata Admin: $673.00 per quarter Capital Works Fund: $350.90 per quarter  Year Built: May 2006  STLYLED IMAGES FOR MARKETING PURPOSES ONLY!  A must to inspect!  Disclaimer: All information in this advertisement is provided by third parties and is believed to be accurate at the time of publication; however, no warranty is given as to its accuracy. Rana Property Group accepts no liability for any errors, omissions, or misstatements, whether due to misprints or otherwise. Interested parties must rely on their own enquiries. Images are supplied by CoreLogic and remain the property of CoreLogic (images are for marketing purposes only). Rana Property Group acknowledges CoreLogic's intellectual property rights.",https://www.domain.com.au/c19-88-marsden-st-parramatta-nsw-2150-2020812615,y
CAM-001,Campbelltown,2560,12 Valinda Crescent,950000.0,2026-08-10,privateTreaty,House,3,1,1.0,4,41.52,,0,0,"Set on a generous 645sqm block in the heart of Campbelltown, this neat three-bedroom home is ready to move straight in. Offering excellent potential for a granny flat (STCA) and conveniently located close to all essential amenities, this is an opportunity not to be missed.  Property features include:  Three well-sized bedrooms, including built-in robe to the main  Spacious living area with polished timber flooring and combustion fireplace  Functional kitchen with ample storage and adjoining dining area  Neat bathroom with separate bath and shower, plus separate toilet  Large enclosed outdoor entertaining area/sunroom  In-ground swimming pool  Expansive backyard with excellent granny flat potential (STCA)  Approx. 645sqm block   Single garage with drive-through/side access potential  Set in a quiet street close to local schools, shops, parks and public transport, 12 Valinda Crescent, Campbeltown is a must to inspect.   DO YOU NEED TO SELL IN ORDER TO BUY? Call Jeff Thompson on 0418 831 113 today for a free, no-obligation appraisal.  Disclaimer: All information contained herein is gathered from 3rd party sources we believe reliable. We have no reason to doubt the accuracy of this information however we cannot guarantee it. All interested parties should make and rely upon their own enquiries.",https://www.domain.com.au/12-valinda-crescent-campbelltown-nsw-2560-2020786434,y
CAM-002,Campbelltown,2560,11/39 Chamberlain Street,610000.0,2026-08-14,privateTreaty,Apartment,2,2,1.0,4,41.72,,0,0,"Discover the perfect blend of style and convenience in this spacious two-bedroom garden apartment, boasting an impressive 152m2 on title. Nestled in the sought-after Building, this residence is just moments away from Campbeltown Station, short stroll schools, parks, and shops, including Campbelltown Mall. Experience the ideal combination of comfort and a prime location that elevates your lifestyle.  Two generous bedrooms with built in robes to both rooms An inviting garden courtyard, with deep terrace that's perfect to enjoy your morning coffee or host friends.  An impressive open-plan design offers defined lounge and dining areas. A stylish modern kitchen that serves as the heart of the home. High ceilings, A/C and hybrid flooring Contemporary bathrooms design along with separate internal laundry facilities for added convenience. Car space plus storage North facing offering an abundance of natural light Pet-friendly complex, intercom, lift access & visitor parking   ** We have, in preparing this document, used our best endeavours to ensure that the information contained herein is true and accurate to the best of our knowledge. Prospective purchasers should make their own enquiries to verify the above information.",https://www.domain.com.au/11-39-chamberlain-street-campbelltown-nsw-2560-2020850898,y
